code,date,lstm,arima,fbprophet,RL,mail_news,mail_news_nsi,asia_news,asia_news_nsi,sampro_youtube,hk_youtube,suka_youtube,close,change
051910,2021-09-24,725974.624812603,772048.2420114914,755065.2060538674,-1,0.19999999999999998,40.00000000000001,0.42038690476190477,84.07738095238096,0.061370400711894035,,,761000,0.001315789473684159
051910,2021-09-27,726801.7756044865,775235.263125733,750337.5367655815,-1,0.8333333333333334,166.66666666666666,0.5218253968253969,104.36507936507937,0.1504715383052826,0.3436179757118225,,770000,0.01182654402102501
051910,2021-09-28,731678.6999106407,794974.5255719866,749664.669959542,-1,0.31746031746031744,63.492063492063494,0.18181818181818182,36.36363636363637,0.2781711295247078,0.3436179757118225,,776000,0.007792207792207684
051910,2021-09-29,738418.8989400864,781150.8241646684,744571.8684129675,-1,0.0,0.0,0.0,0.0,0.11413507163524628,0.931218683719635,,767000,-0.011597938144329856
051910,2021-09-30,741474.5429754257,769613.2687277276,749011.2413892007,1,0.4166666666666667,83.66666666666667,0.0,0.0,0.14089817305405936,0.931218683719635,,776000,0.011734028683181297
051910,2021-10-01,745155.8256745338,777926.1110860361,748925.1663078433,-1,0.7426900584795321,148.53801169590642,0.6347826086956522,126.95652173913044,0.3677166936298211,0.9657880663871765,,770000,-0.0077319587628865705
051910,2021-10-05,749056.9332838058,767870.5642712363,742873.8922595539,-1,0.5945578231292517,119.05442176870747,0.32239808802308806,64.4796176046176,0.0797126404941082,0.9657880663871765,,747000,-0.029870129870129825
051910,2021-10-06,752802.6158213615,741458.8920756967,738009.8285444697,0,0.5771428571428572,115.42857142857142,0.24324246606855301,48.6484932137106,0.0797126404941082,0.9657880663871765,,743000,-0.0053547523427041055
051910,2021-10-07,755666.294157505,731975.7899214298,742807.303219877,-1,0.1111111111111111,22.22222222222222,0.6590909090909091,132.0681818181818,0.0797126404941082,0.9578298330307007,,737000,-0.008075370121130576
051910,2021-10-08,754337.2595906258,725368.690727546,743209.6886284997,-1,0.3333333333333333,66.66666666666667,0.3333333333333333,66.66666666666667,0.0797126404941082,0.9578298330307007,,760000,0.031207598371777445
